location_id,year_id,age_group_id,sex_id,nid,super_region,region,country,measure,is_outlier,sample_size,val,variance,QA,citation_short,citation
123,1991,22,3,3367,Latin America & Caribbean,Andean Latin America,Peru,proportion,0,97,0.0206,0.000207996,3,Bisso Andrade (1998),Bisso Andrade A. Fiebre paratífica: estudio de 107 pacientes. Bol Soc Peru Med Interna 1998; 11(4): 162-9.
142,2003,22,3,4670,North Africa & Middle East,North Africa & Middle East,Iran,proportion,0,14,0.0714,0.00473586,2,Yousefi-Mashouf(2007),"Yousefi-Mashouf R, Moshtaghi A. Frequency of typhoidal and non-typhoidal Salmonella species and detection of their drugs resistance patterns. Journal of research in health sciences 2007; 7(1): 49-56."
142,2008,22,3,4087,North Africa & Middle East,North Africa & Middle East,Iran,proportion,0,10,0.001,9.99E-05,2,Tajbakhsh(2012),"Tajbakhsh M, Hendriksen RS, Nochi Z, Zali MR, Aarestrup FM, Garcia-Migura L. Antimicrobial resistance in Salmonella spp. recovered from patients admitted to six different hospitals in Tehran, Iran from 2007 to 2008. Folia Microbiol (Praha) 2012; 57(2): 91-7."
142,2010,22,3,1684,North Africa & Middle East,North Africa & Middle East,Iran,proportion,0,6,0.001,0.0001665,3,Soltan Dallal(2014),"Soltan Dallal MM, Rastegar Lari A, Sharifi Yazdi MK. Pattern of serotyping and antibiotic resistance of Salmonella in children with diarrhea. [Persian]. Journal of Gorgan University of Medical Sciences 2014; 16(1): e100-Pe4."
145,1997,22,3,278,North Africa & Middle East,North Africa & Middle East,Kuwait,proportion,0,5,0.001,0.0001998,2,Panigrahi(2003),"Panigrahi D, Chugh TD, West PW, Dimitrov TZ, Groover S, Mehta G. Antimicrobial susceptibility, phage typing and plasmid profile of Salmonella enterica serotype Paratyphi A strains isolated in Kuwait. Med Princ Pract 2003; 12(4): 252-5."
145,2002,22,3,737,North Africa & Middle East,North Africa & Middle East,Kuwait,proportion,0,6,0.3333,0.037035185,2,Dimitrov (2010),"Dimitrov T, Dashti AA, Albaksami O, Jadaon MM. Detection of mutations in the gyrA gene in fluoroquinolone resistance Salmonella enterica serotypes Typhi and ParaTyphi A isolated from the Infectious Diseases Hospital, Kuwait. J Clin Pathol 2010; 63(1): 83-7."
145,2003,22,3,737,North Africa & Middle East,North Africa & Middle East,Kuwait,proportion,0,12,0.1667,0.011575926,2,Dimitrov (2010),"Dimitrov T, Dashti AA, Albaksami O, Jadaon MM. Detection of mutations in the gyrA gene in fluoroquinolone resistance Salmonella enterica serotypes Typhi and ParaTyphi A isolated from the Infectious Diseases Hospital, Kuwait. J Clin Pathol 2010; 63(1): 83-7."
145,2004,22,3,737,North Africa & Middle East,North Africa & Middle East,Kuwait,proportion,0,11,0.0909,0.007512472,2,Dimitrov (2010),"Dimitrov T, Dashti AA, Albaksami O, Jadaon MM. Detection of mutations in the gyrA gene in fluoroquinolone resistance Salmonella enterica serotypes Typhi and ParaTyphi A isolated from the Infectious Diseases Hospital, Kuwait. J Clin Pathol 2010; 63(1): 83-7."
145,2004,22,3,855,North Africa & Middle East,North Africa & Middle East,Kuwait,proportion,0,15,0.1333,0.007702074,2,Rotimi(2008),"Rotimi VO, Jamal W, Pal T, Sonnevend A, Dimitrov TS, Albert MJ. Emergence of multidrug-resistant Salmonella spp. and isolates with reduced susceptibility to ciprofloxacin in Kuwait and the United Arab Emirates. Diagn Microbiol Infect Dis 2008; 60(1): 71-7."
145,2005,22,3,737,North Africa & Middle East,North Africa & Middle East,Kuwait,proportion,0,5,0.2,0.032,2,Dimitrov (2010),"Dimitrov T, Dashti AA, Albaksami O, Jadaon MM. Detection of mutations in the gyrA gene in fluoroquinolone resistance Salmonella enterica serotypes Typhi and ParaTyphi A isolated from the Infectious Diseases Hospital, Kuwait. J Clin Pathol 2010; 63(1): 83-7."
145,2006,22,3,737,North Africa & Middle East,North Africa & Middle East,Kuwait,proportion,1,6,0.001,0.0001665,2,Dimitrov (2010),"Dimitrov T, Dashti AA, Albaksami O, Jadaon MM. Detection of mutations in the gyrA gene in fluoroquinolone resistance Salmonella enterica serotypes Typhi and ParaTyphi A isolated from the Infectious Diseases Hospital, Kuwait. J Clin Pathol 2010; 63(1): 83-7."
161,2004,22,3,405,South Asia,South Asia,Bangladesh,proportion,1,8,0.001,0.000124875,2,Aliya (2010),"Aliya N, Ram PK, Brooks WA, et al. Burden of typhoid and paratyphoid fever in a densely populated urban community, Dhaka, Bangladesh. Int J Infect Dis 2010; 14(Suppl. 3): e93-e9."
161,2006,22,3,1088,South Asia,South Asia,Bangladesh,proportion,0,278,0.0288,0.000100614,2,Das(2014),"Das SK, Chisti MJ, Afrad MH, et al. Gastroenteritis due to typhoidal Salmonella: a decade of observation at an urban and a rural diarrheal disease hospital in Bangladesh. BMC Infect Dis 2014; 14: 435."
161,2006,22,3,1088,South Asia,South Asia,Bangladesh,proportion,0,33,0.0303,0.000890361,2,Das(2014),"Das SK, Chisti MJ, Afrad MH, et al. Gastroenteritis due to typhoidal Salmonella: a decade of observation at an urban and a rural diarrheal disease hospital in Bangladesh. BMC Infect Dis 2014; 14: 435."
161,2006,22,3,3026,South Asia,South Asia,Bangladesh,proportion,0,133,0.001,7.51E-06,2,Ahmed (2017),"Ahmed D, Nahid MA, Sami AB, et al. Bacterial etiology of bloodstream infections and antimicrobial resistance in Dhaka, Bangladesh, 2005-2014. Antimicrob Resist Infect Control 2017; 6."
161,2007,22,3,3026,South Asia,South Asia,Bangladesh,proportion,0,127,0.001,7.87E-06,2,Ahmed (2017),"Ahmed D, Nahid MA, Sami AB, et al. Bacterial etiology of bloodstream infections and antimicrobial resistance in Dhaka, Bangladesh, 2005-2014. Antimicrob Resist Infect Control 2017; 6."
161,2007,22,3,1130,South Asia,South Asia,Bangladesh,proportion,1,7,0.999,0.000142714,2,Chisti(2009),"Chisti MJ, Bardhan PK, Huq S, et al. High-dose intravenous dexamethasone in the management of diarrheal patients with enteric fever and encephalopathy. Southeast Asian J Trop Med Public Health 2009; 40(5): 1065-73."
161,2008,22,3,3026,South Asia,South Asia,Bangladesh,proportion,0,146,0.001,6.84E-06,2,Ahmed (2017),"Ahmed D, Nahid MA, Sami AB, et al. Bacterial etiology of bloodstream infections and antimicrobial resistance in Dhaka, Bangladesh, 2005-2014. Antimicrob Resist Infect Control 2017; 6."
161,2009,22,3,3026,South Asia,South Asia,Bangladesh,proportion,0,102,0.001,9.79E-06,2,Ahmed (2017),"Ahmed D, Nahid MA, Sami AB, et al. Bacterial etiology of bloodstream infections and antimicrobial resistance in Dhaka, Bangladesh, 2005-2014. Antimicrob Resist Infect Control 2017; 6."
161,2010,22,3,3026,South Asia,South Asia,Bangladesh,proportion,0,179,0.001,5.58E-06,2,Ahmed (2017),"Ahmed D, Nahid MA, Sami AB, et al. Bacterial etiology of bloodstream infections and antimicrobial resistance in Dhaka, Bangladesh, 2005-2014. Antimicrob Resist Infect Control 2017; 6."
161,2011,22,3,1680,South Asia,South Asia,Bangladesh,proportion,0,26,0.1154,0.003926263,2,Afroze (2014),"Afroze SR, Rahim MA, Hasan MM, et al. Pattern of antibiotic sensitivity in enteric fever: A tertiary care hospital experience. Journal of Medicine (Bangladesh) 2014; 15(2): 122-4."
161,2011,22,3,3026,South Asia,South Asia,Bangladesh,proportion,0,135,0.001,7.40E-06,2,Ahmed (2017),"Ahmed D, Nahid MA, Sami AB, et al. Bacterial etiology of bloodstream infections and antimicrobial resistance in Dhaka, Bangladesh, 2005-2014. Antimicrob Resist Infect Control 2017; 6."
161,2012,22,3,3026,South Asia,South Asia,Bangladesh,proportion,0,129,0.001,7.74E-06,2,Ahmed (2017),"Ahmed D, Nahid MA, Sami AB, et al. Bacterial etiology of bloodstream infections and antimicrobial resistance in Dhaka, Bangladesh, 2005-2014. Antimicrob Resist Infect Control 2017; 6."
161,2014,22,3,5131,South Asia,South Asia,Bangladesh,proportion,0,38,0.0263,0.000673903,3,Saha (2018),"Saha S, Saha S, Das RC, et al. Enteric Fever and Related Contextual Factors in Bangladesh.American Journal of Tropical Medicine & Hygiene 2018;99(3_Suppl):20-25"
161,2014,22,3,3026,South Asia,South Asia,Bangladesh,proportion,0,110,0.001,9.08E-06,2,Ahmed (2017),"Ahmed D, Nahid MA, Sami AB, et al. Bacterial etiology of bloodstream infections and antimicrobial resistance in Dhaka, Bangladesh, 2005-2014. Antimicrob Resist Infect Control 2017; 6."
161,2015,22,3,5102,South Asia,South Asia,Bangladesh,proportion,0,6,0.001,0.0001665,2,Okanda (2018),"Okanda T, Haque A, Ehara T, et al. Characteristics of resistance mechanisms and molecular epidemiology of fluoroquinolone-nonsusceptible Salmonella enterica serovar Typhi and Paratyphi a isolates from a tertiary hospital in Dhaka, Bangladesh.Microbial Drug Resistance 2018;24(10):1460-1465"
163,1990,22,3,1761,South Asia,South Asia,India,proportion,0,17,0.8235,0.008549868,2,Chopra(1992),"Chopra GS, Basu SK, Bhattacharya SR. Present phage types and antibiotic susceptibility of Salmonellae. Indian J Pathol Microbiol 1992; 35(4): 345-50."
163,1991,22,3,135,South Asia,South Asia,India,proportion,1,13,0.6923,0.016386208,2,Mandal (2006),"Mandal S, Mandal M, Pal N. Antibiotic resistance of Salmonella enterica serovar ParaTyphi A in India: Emerging and reemerging problem. J Postgrad Med 2006; 52(3): 163-6."
163,1991,22,3,856,South Asia,South Asia,India,proportion,0,27,0.001,3.70E-05,1,Rao (1993),"Rao PS, Rajashekar V, Varghese GK, Shivananda PG. Emergence of multidrug-resistant Salmonella Typhi in rural southern India. Am J Trop Med Hyg 1993; 48(1): 108-11."
163,1991,22,3,793,South Asia,South Asia,India,proportion,0,30,0.1,0.003,2,Mahanta(1994),Mahanta J. Drug sensitivity of Salmonella Paratyphi A isolated from a suspected outbreak of enteric fever in Duliajan. J Indian Med Assoc 1994; 92(2): 49-50.
163,1993,22,3,1474,South Asia,South Asia,India,proportion,0,31,0.129,0.003624484,1,Gandhi(1999),"Gandhi R, Banker DD. Multidrug resistant Salmonella. Indian J Med Sci 1999; 53(6): 259-66."
163,1994,22,3,135,South Asia,South Asia,India,proportion,0,9,0.001,0.000111,2,Mandal (2006),"Mandal S, Mandal M, Pal N. Antibiotic resistance of Salmonella enterica serovar ParaTyphi A in India: Emerging and reemerging problem. J Postgrad Med 2006; 52(3): 163-6."
163,1995,22,3,135,South Asia,South Asia,India,proportion,0,12,0.001,8.33E-05,2,Mandal (2006),"Mandal S, Mandal M, Pal N. Antibiotic resistance of Salmonella enterica serovar ParaTyphi A in India: Emerging and reemerging problem. J Postgrad Med 2006; 52(3): 163-6."
163,1996,22,3,1947,South Asia,South Asia,India,proportion,0,36,0.001,2.78E-05,1,Chandel(2000)?,"Chandel DS, Nisar N, Thong KL, Pang T, Chaudhry R. Role of molecular typing in an outbreak of Salmonella Paratyphi A. Trop Gastroenterol 2000; 21(3): 121-3."
163,1996,22,3,135,South Asia,South Asia,India,proportion,0,9,0.001,0.000111,2,Mandal (2006),"Mandal S, Mandal M, Pal N. Antibiotic resistance of Salmonella enterica serovar ParaTyphi A in India: Emerging and reemerging problem. J Postgrad Med 2006; 52(3): 163-6."
163,1996,22,3,2785,South Asia,South Asia,India,proportion,0,36,0.001,2.78E-05,3,Kapil (1997),"Kapil A, Sood S, Reddaiah VP, Das B, Seth P. Paratyphoid fever due to Salmonella enterica serotype ParaTyphi A. Emerg Infect Dis 1997; 3(3): 407."
163,1996,22,3,797,South Asia,South Asia,India,proportion,0,10,0.001,9.99E-05,1,Chandel(2000)?,"Chandel DS, Chaudhry R, Dhawan B, Pandey A, Dey AB. Drug-resistant Salmonella enterica serotype Paratyphi A in India. Emerg Infect Dis 2000; 6(4): 420-1."
163,1997,22,3,797,South Asia,South Asia,India,proportion,0,16,0.001,6.24E-05,1,Chandel(2000)?,"Chandel DS, Chaudhry R, Dhawan B, Pandey A, Dey AB. Drug-resistant Salmonella enterica serotype Paratyphi A in India. Emerg Infect Dis 2000; 6(4): 420-1."
163,1997,22,3,2093,South Asia,South Asia,India,proportion,0,16,0.5,0.015625,2,Gautam (2002),"Gautam V, Gupta NK, Chaudhary U, Arora DR. Sensitivity pattern of Salmonella serotypes in Northern India. Braz J Infect Dis 2002; 6(6): 281-7."
163,1997,22,3,135,South Asia,South Asia,India,proportion,0,10,0.001,9.99E-05,2,Mandal (2006),"Mandal S, Mandal M, Pal N. Antibiotic resistance of Salmonella enterica serovar ParaTyphi A in India: Emerging and reemerging problem. J Postgrad Med 2006; 52(3): 163-6."
163,1998,22,3,135,South Asia,South Asia,India,proportion,0,10,0.3,0.021,2,Mandal (2006),"Mandal S, Mandal M, Pal N. Antibiotic resistance of Salmonella enterica serovar ParaTyphi A in India: Emerging and reemerging problem. J Postgrad Med 2006; 52(3): 163-6."
163,1998,22,3,2093,South Asia,South Asia,India,proportion,0,14,0.4286,0.017493003,2,Gautam (2002),"Gautam V, Gupta NK, Chaudhary U, Arora DR. Sensitivity pattern of Salmonella serotypes in Northern India. Braz J Infect Dis 2002; 6(6): 281-7."
163,1998,22,3,797,South Asia,South Asia,India,proportion,0,57,0.0526,0.000874267,1,Chandel(2000)?,"Chandel DS, Chaudhry R, Dhawan B, Pandey A, Dey AB. Drug-resistant Salmonella enterica serotype Paratyphi A in India. Emerg Infect Dis 2000; 6(4): 420-1."
163,1999,22,3,797,South Asia,South Asia,India,proportion,0,22,0.1364,0.00535432,1,Chandel(2000)?,"Chandel DS, Chaudhry R, Dhawan B, Pandey A, Dey AB. Drug-resistant Salmonella enterica serotype Paratyphi A in India. Emerg Infect Dis 2000; 6(4): 420-1."
163,1999,22,3,118,South Asia,South Asia,India,proportion,0,28,0.0357,0.001229483,1,Mohanty (2006),"Mohanty S, Renuka K, Sood S, Das BK, Kapil A. Antibiogram pattern and seasonality of Salmonella serotypes in a North Indian tertiary care hospital. Epidemiol Infect 2006; 134(5): 961-6."
163,1999,22,3,2093,South Asia,South Asia,India,proportion,0,12,0.5,0.020833333,2,Gautam (2002),"Gautam V, Gupta NK, Chaudhary U, Arora DR. Sensitivity pattern of Salmonella serotypes in Northern India. Braz J Infect Dis 2002; 6(6): 281-7."
163,2000,22,3,1683,South Asia,South Asia,India,proportion,0,10,0.1,0.009,1,Kadappu (2003),"Kadappu KK, Bhat R, Kurian B. Pattern of multiple drug resistance in enteric fever in Manipal, India. Trop Doct 2003; 33(3): 189-91."
163,2000,22,3,118,South Asia,South Asia,India,proportion,0,21,0.001,4.76E-05,1,Mohanty (2006),"Mohanty S, Renuka K, Sood S, Das BK, Kapil A. Antibiogram pattern and seasonality of Salmonella serotypes in a North Indian tertiary care hospital. Epidemiol Infect 2006; 134(5): 961-6."
163,2000,22,3,135,South Asia,South Asia,India,proportion,0,8,0.25,0.0234375,2,Mandal (2006),"Mandal S, Mandal M, Pal N. Antibiotic resistance of Salmonella enterica serovar ParaTyphi A in India: Emerging and reemerging problem. J Postgrad Med 2006; 52(3): 163-6."
163,2000,22,3,2093,South Asia,South Asia,India,proportion,0,5,0.2,0.032,2,Gautam (2002),"Gautam V, Gupta NK, Chaudhary U, Arora DR. Sensitivity pattern of Salmonella serotypes in Northern India. Braz J Infect Dis 2002; 6(6): 281-7."
163,2000,22,3,260,South Asia,South Asia,India,proportion,0,27,0.2593,0.007113463,2,Safdar(2004),"Safdar A, Harjit K, Elting L, Rolston KVI. Antimicrobial susceptibility of 128 Salmonella enterica serovar Typhi and Paratyphi A isolates from Northern India. Chemotherapy 2004; 50(2): 88-91."
163,2001,22,3,36,South Asia,South Asia,India,proportion,0,73,0.001,1.37E-05,1,Mandeep (2006),"Mandeep W, Rajni G, Premila P, Rajesh M, Pushpa A, Mani K. Age-related clinical and microbiological characteristics of enteric fever in India. Trans R Soc Trop Med Hyg 2006; 100(10): 942-8."
163,2001,22,3,2093,South Asia,South Asia,India,proportion,0,47,0.2766,0.004257286,2,Gautam (2002),"Gautam V, Gupta NK, Chaudhary U, Arora DR. Sensitivity pattern of Salmonella serotypes in Northern India. Braz J Infect Dis 2002; 6(6): 281-7."
163,2001,22,3,118,South Asia,South Asia,India,proportion,0,28,0.0357,0.001229483,1,Mohanty (2006),"Mohanty S, Renuka K, Sood S, Das BK, Kapil A. Antibiogram pattern and seasonality of Salmonella serotypes in a North Indian tertiary care hospital. Epidemiol Infect 2006; 134(5): 961-6."
163,2001,22,3,991,South Asia,South Asia,India,proportion,0,13,0.001,7.68E-05,2,Saharan (2008),"Saharan G, Gupta A, Gupta BK, Sharma BP, Kochar DK, Purohit VP. Evaluation of antibiotic sensitivity pattern in cases of enteric fever in north west Rajasthan. J Indian Med Assoc 2008; 106(8): 528-30, 32."
163,2001,22,3,135,South Asia,South Asia,India,proportion,0,6,0.1667,0.023151852,2,Mandal (2006),"Mandal S, Mandal M, Pal N. Antibiotic resistance of Salmonella enterica serovar ParaTyphi A in India: Emerging and reemerging problem. J Postgrad Med 2006; 52(3): 163-6."
163,2001,22,3,119,South Asia,South Asia,India,proportion,0,10,0.001,9.99E-05,2,Mehta (2002),"Mehta M, Joshi RM. Antibiogram pattern of Salmonella species causing bacteraemia/septicaemia in a teaching hospital. J Infect 2002; 45(2): 133."
163,2002,22,3,2429,South Asia,South Asia,India,proportion,0,18,0.1111,0.005486488,2,Tankhiwale (2003)?,"Tankhiwale SS, Agrawal G, Jalgaonkar SV. An unusually high occurrence of Salmonella enterica serotype ParaTyphi A in patients with enteric fever. Indian J Med Res 2003b; 117: 10-2."
163,2002,22,3,5124,South Asia,South Asia,India,proportion,1,46,0.001,2.17E-05,1,Joshi (2019),"Joshi S, Adhikary R, Beena HB, et al. Trends in antibiotic susceptibility of enteric fever isolates from South India, 2002–2013.Medical Journal Armed Forces India 2019;75(1):81-85"
163,2002,22,3,1933,South Asia,South Asia,India,proportion,0,16,0.001,6.24E-05,2,Kumar (2008),"Kumar S, Rizvi M, Berry N. Rising prevalence of enteric fever due to multidrug-resistant Salmonella: an epidemiological study. J Med Microbiol 2008; 57(Pt 10): 1247-50."
163,2002,22,3,471,South Asia,South Asia,India,proportion,0,13,0.2308,0.013656258,2,Lakshmi (2006),"Lakshmi V, Ashok R, Susmita J, Shailaja VV. Changing trends in the antibiograms of Salmonella isolates at a tertiary care hospital in Hyderabad. Indian J Med Microbiol 2006; 24(1): 45-8."
163,2002,22,3,465,South Asia,South Asia,India,proportion,0,6,0.001,0.0001665,1,Arora(2009),"Arora D, Seetha KS, Kumar R. The changing scenario of the Salmonella serotype and its drug resistance pattern. J Clin Diagn Res 2009; 3(5): 1754-9."
163,2002,22,3,118,South Asia,South Asia,India,proportion,0,28,0.1071,0.003415343,1,Mohanty (2006),"Mohanty S, Renuka K, Sood S, Das BK, Kapil A. Antibiogram pattern and seasonality of Salmonella serotypes in a North Indian tertiary care hospital. Epidemiol Infect 2006; 134(5): 961-6."
163,2002,22,3,2807,South Asia,South Asia,India,proportion,0,6,0.001,0.0001665,2,Arora(2010),"Arora D, Singh R, Kaur M, Ahi RS. A changing pattern in antimicrobial susceptibility of Salmonella enterica serotype isolated in North India. African Journal of Microbiology Research 2010; 4(3): 197-203."
163,2003,22,3,1241,South Asia,South Asia,India,proportion,0,7,0.001,0.000142714,2,Gupta (2009)?,"Gupta V, Kaur J, Chander J. An increase in enteric fever cases due to Salmonella ParaTyphi A in & around Chandigarh. Indian J Med Res 2009a; 129(1): 95-8."
163,2003,22,3,900,South Asia,South Asia,India,proportion,0,15,0.001,6.66E-05,1,Jog (2008),"Jog S, Soman R, Singhal T, Rodrigues C, Mehta A, Dastur FD. Enteric fever in Mumbai--clinical profile, sensitivity patterns and response to antimicrobials. J Assoc Physicians India 2008; 56: 237-40."
163,2003,22,3,1894,South Asia,South Asia,India,proportion,0,20,0.001,5.00E-05,2,Bhatia (2007),"Bhatia JK, Mathur AD, Arora MM. Reemergence of chloramphenicol sensitivity in enteric fever. Med J Armed Forces India 2007; 63(3): 212-4."
163,2003,22,3,118,South Asia,South Asia,India,proportion,0,50,0.1,0.0018,1,Mohanty (2006),"Mohanty S, Renuka K, Sood S, Das BK, Kapil A. Antibiogram pattern and seasonality of Salmonella serotypes in a North Indian tertiary care hospital. Epidemiol Infect 2006; 134(5): 961-6."
163,2003,22,3,5124,South Asia,South Asia,India,proportion,0,48,0.001,2.08E-05,1,Joshi (2019),"Joshi S, Adhikary R, Beena HB, et al. Trends in antibiotic susceptibility of enteric fever isolates from South India, 2002–2013.Medical Journal Armed Forces India 2019;75(1):81-85"
163,2003,22,3,465,South Asia,South Asia,India,proportion,0,15,0.4,0.016,1,Arora(2009),"Arora D, Seetha KS, Kumar R. The changing scenario of the Salmonella serotype and its drug resistance pattern. J Clin Diagn Res 2009; 3(5): 1754-9."
163,2003,22,3,2284,South Asia,South Asia,India,proportion,0,28,0.1429,0.004374271,2,Aggarwal (2007),"Aggarwal A, Vij AS, Oberoi A. A three-year retrospective study on the prevalence, drug susceptibility pattern, and phage types of Salmonella enterica subspecies Typhi and ParaTyphi in Christian Medical College and Hospital, Ludhiana, Punjab. J Indian Acad Clin Med 2007; 8(1): 32-5."
163,2003,22,3,2807,South Asia,South Asia,India,proportion,0,15,0.1333,0.007702074,2,Arora(2010),"Arora D, Singh R, Kaur M, Ahi RS. A changing pattern in antimicrobial susceptibility of Salmonella enterica serotype isolated in North India. African Journal of Microbiology Research 2010; 4(3): 197-203."
163,2004,22,3,152,South Asia,South Asia,India,proportion,0,8,0.001,0.000124875,1,Dhanashree (2007),Dhanashree B. Antibiotic susceptibility profile of Salmonella enterica serovars: trend over three years showing re-emergence of chloramphenicol sensitivity and rare serovars. Indian J Med Sci 2007; 61(10): 576-9.
163,2004,22,3,471,South Asia,South Asia,India,proportion,0,7,0.001,0.000142714,2,Lakshmi (2006),"Lakshmi V, Ashok R, Susmita J, Shailaja VV. Changing trends in the antibiograms of Salmonella isolates at a tertiary care hospital in Hyderabad. Indian J Med Microbiol 2006; 24(1): 45-8."
163,2004,22,3,2807,South Asia,South Asia,India,proportion,0,7,0.001,0.000142714,2,Arora(2010),"Arora D, Singh R, Kaur M, Ahi RS. A changing pattern in antimicrobial susceptibility of Salmonella enterica serotype isolated in North India. African Journal of Microbiology Research 2010; 4(3): 197-203."
163,2004,22,3,900,South Asia,South Asia,India,proportion,0,15,0.001,6.66E-05,1,Jog (2008),"Jog S, Soman R, Singhal T, Rodrigues C, Mehta A, Dastur FD. Enteric fever in Mumbai--clinical profile, sensitivity patterns and response to antimicrobials. J Assoc Physicians India 2008; 56: 237-40."
163,2004,22,3,465,South Asia,South Asia,India,proportion,0,7,0.001,0.000142714,1,Arora(2009),"Arora D, Seetha KS, Kumar R. The changing scenario of the Salmonella serotype and its drug resistance pattern. J Clin Diagn Res 2009; 3(5): 1754-9."
163,2004,22,3,118,South Asia,South Asia,India,proportion,0,43,0.1163,0.0023901,1,Mohanty (2006),"Mohanty S, Renuka K, Sood S, Das BK, Kapil A. Antibiogram pattern and seasonality of Salmonella serotypes in a North Indian tertiary care hospital. Epidemiol Infect 2006; 134(5): 961-6."
163,2004,22,3,2284,South Asia,South Asia,India,proportion,0,36,0.1667,0.003858642,2,Aggarwal (2007),"Aggarwal A, Vij AS, Oberoi A. A three-year retrospective study on the prevalence, drug susceptibility pattern, and phage types of Salmonella enterica subspecies Typhi and ParaTyphi in Christian Medical College and Hospital, Ludhiana, Punjab. J Indian Acad Clin Med 2007; 8(1): 32-5."
163,2004,22,3,121,South Asia,South Asia,India,proportion,0,31,0.0323,0.001008281,2,Das (2006),"Das U, Bhattacharya SS. Antibiogram, phage typing and biotyping of Salmonella Typhi and Salmonella ParaTyphi A from Rourkela, Orissa. Indian J Med Res 2006; 124(1): 109-11."
163,2004,22,3,1241,South Asia,South Asia,India,proportion,0,14,0.0714,0.00473586,2,Gupta (2009)?,"Gupta V, Kaur J, Chander J. An increase in enteric fever cases due to Salmonella ParaTyphi A in & around Chandigarh. Indian J Med Res 2009a; 129(1): 95-8."
163,2004,22,3,870,South Asia,South Asia,India,proportion,0,99,0.1313,0.001152124,2,Verma(2010),"Verma S, Thakur S, Kanga A, Singh G, Gupta P. Emerging Salmonella ParaTyphi A enteric fever and changing trends in antimicrobial resistance pattern of Salmonella in Shimla. Indian J Med Microbiol 2010; 28(1): 51-3."
163,2004,22,3,5124,South Asia,South Asia,India,proportion,0,156,0.001,6.40E-06,1,Joshi (2019),"Joshi S, Adhikary R, Beena HB, et al. Trends in antibiotic susceptibility of enteric fever isolates from South India, 2002–2013.Medical Journal Armed Forces India 2019;75(1):81-85"
